hyena_ID,date_sampling,sample_ID.x,module,sub_module,clan,sex,birthdate,age_sampling,age_sampling_cat,litter_size,twin_status,sex_comp,date_reversal1,date_reversal2,type_adoption,genetic_mum_alive,social_rank_genetic_mum,surrogate_mum1_alive,social_rank_surrogate_mum1,surrogate_mum2_alive,social_rank_surrogate_mum2,date_adoption,social_rank_hyena_ID,prey_level,prey_level_imputed,sampling_month,season,total_parasite_load,Ancylostoma_egg_load,Ancylostoma_rich,Cystoisospora_oocyst_load,Cystoisospora_rich,Spirometra_egg_load,Spirometra_rich,Dipylidium_egg_load,Dipylidium_rich..includes.proglotids.visualization.info.,Trichuris_egg_load,Trichuris_rich,Taeniidae_egg_load,Taeniidae_rich,Spirurida_egg_load,Spirurida_rich,Mesocestoides_egg_load,Mesocestoides_rich,other_unidentified_taxa,other_rich,total_parasite_rich,total_parasite_rich_without_other,mucin,IgA,IgG,fGCM,lysozyme,lysozyme_detection,neopterin,neopterin_CV,extract_prepared_neopterin,date_neopterin,time_of_storage_neopterin,sample_ID.y,cortisol,AFR,LRS,age_death,Survival_Ad
I704,7/12/2014,B5080,intest_biomes,twins,I,M,2/5/2014,157,sampled_as_juvenile,twin,twin_sub,MM,NA,NA,no_adoption,mum_alive,-0.23,NA,NA,NA,NA,NA,NA,1,1,7,dry,225,200,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,139.7008673,1068589.459,1981.085784,23.355,0,0,7.319,< 5%,16-Apr-20,17-Dec-20,245,ES1930,23.36,NA,NA,NA,No
I705,1/30/2015,B6437,intest_biomes,social_dyn,I,F,5/1/2014,274,sampled_as_juvenile,singlt,NA,NA,NA,NA,no_adoption,mum_alive,0.38,NA,NA,NA,NA,NA,NA,1,1,1,wet,1250,725,1,0,0,475,1,0,0,0,0,0,0,0,0,50,1,0,0,3,3,84.86594427,351739.1197,6985.393774,26.77,0,0,6.502,< 5%,16-Apr-20,17-Dec-20,245,ES2029,26.77,1204,0,2118,Yes
I707,7/12/2014,B5084,intest_biomes,twins,I,M,2/5/2014,157,sampled_as_juvenile,twin,twin_dom,MM,NA,NA,no_adoption,mum_alive,-0.23,NA,NA,NA,NA,NA,NA,1,1,7,dry,400,275,1,25,1,0,0,0,0,0,0,0,0,0,0,100,1,0,0,3,3,75.55300548,277866.8749,777.1806026,27.935,0,0,13.89,< 5%,4-Nov-20,9-Feb-21,97,ES1931,27.94,NA,NA,NA,Yes
I711,6/12/2014,B5035,intest_biomes,twins,I,F,2/9/2014,123,sampled_as_juvenile,twin,twin_dom,FF,NA,NA,no_adoption,mum_alive,-0.8,NA,NA,NA,NA,NA,NA,1,1,6,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.64816643,1176521.249,25103.42584,36.045,0,0,3.652,< 5%,16-Apr-20,17-Dec-20,245,ES1918,36.05,NA,NA,876,Yes
I712,6/10/2014,B5039,intest_biomes,twins,I,F,2/9/2014,121,sampled_as_juvenile,twin,twin_sub,FF,NA,NA,no_adoption,mum_alive,-0.8,NA,NA,NA,NA,NA,NA,1,1,6,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,No
I723,1/2/2015,B6279,intest_biomes,social_dyn,I,F,4/12/2014,265,sampled_as_juvenile,singlt,NA,NA,NA,NA,no_adoption,mum_alive,0.59,NA,NA,NA,NA,NA,NA,1,1,1,wet,5200,600,1,25,1,4525,1,25,1,0,0,0,0,0,0,25,1,0,0,5,5,55.75223648,968972.8067,97335.63027,31.26,0,0,13.37,5 - 10%,8-Feb-21,9-Feb-21,1,ES2011,31.26,1424,0,NA,Yes
I723,2/19/2017,B8929,intest_biomes,social_dyn_extreme_ranks,I,F,4/12/2014,1044,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.61,NA,2,2,wet,18525,50,1,0,0,18475,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,38.12450926,95650.63204,527.3096624,44.619,0,0,3.183,< 5%,22-Jan-21,27-Jan-21,5,ES2607,44.62,1424,0,NA,Yes
I759,11/13/2015,B7274,intest_biomes,twins,I,M,7/4/2015,132,sampled_as_juvenile,twin,twin_sub,MM,NA,NA,no_adoption,mum_alive,0.83,NA,NA,NA,NA,NA,NA,2,2,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
I814,7/13/2017,B9185,intest_biomes,twins,I,F,1/9/2017,185,sampled_as_juvenile,twin,twin_dom,FF,6/24/2017,8/1/2017,no_adoption,mum_alive,-0.22,NA,NA,NA,NA,NA,NA,NA,2,7,dry,84800,4350,1,100,1,78650,1,0,0,25,1,0,0,1500,1,175,1,0,0,6,6,281.940784,441519.0308,15589.61344,42.167,0,0,7.701,< 5%,22-Jan-21,28-Jan-21,6,ES2673,42.17,NA,NA,359,No
I815,7/5/2017,B9123,intest_biomes,twins,I,F,1/9/2017,177,sampled_as_juvenile,twin,twin_sub,FF,6/24/2017,8/1/2017,no_adoption,mum_alive,-0.22,NA,NA,NA,NA,NA,NA,NA,1,7,dry,23025,1650,1,125,1,21250,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,215.561911,215771.6038,320.4577865,69.51,2.605024,1,9.473,< 5%,16-Apr-20,17-Dec-20,245,ES2653,69.51,NA,NA,NA,Yes
I823,5/22/2017,B9034,intest_biomes,twins,I,F,1/13/2017,129,sampled_as_juvenile,twin,twin_sub,FF,6/25/2017,NA,no_adoption,mum_alive,0.61,NA,NA,NA,NA,NA,NA,NA,2,5,dry,17675,4000,1,50,1,13625,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,142.1745853,593742.8774,356.2118751,NA,0,0,5.216,< 5%,16-Apr-20,17-Dec-20,245,ES2613,NA,NA,NA,NA,Yes
I823,7/9/2017,B9157,intest_biomes,twins,I,F,1/13/2017,177,sampled_as_juvenile,twin,twin_sub,FF,6/25/2017,NA,no_adoption,mum_alive,0.67,NA,NA,NA,NA,NA,NA,NA,2,7,dry,39825,4175,1,10325,1,25200,1,0,0,0,0,0,0,0,0,125,1,0,0,4,4,193.5064905,463918.9436,186.1263788,91.847,1.248,1,9.885,< 5%,16-Apr-20,17-Dec-20,245,ES2668,91.85,NA,NA,NA,Yes
I824,3/28/2017,B9030,intest_biomes,twins,I,F,1/13/2017,74,sampled_as_juvenile,twin,twin_dom,FF,6/25/2017,NA,no_adoption,mum_alive,0.58,NA,NA,NA,NA,NA,NA,NA,1,3,wet,4625,4600,1,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,117.6749794,610911.4058,16.92555934,30.866,0,0,15.88,5 - 10%,16-Apr-20,17-Dec-20,245,ES2612,30.87,NA,NA,NA,Yes
I824,7/9/2017,B9161,intest_biomes,twins,I,F,1/13/2017,177,sampled_as_juvenile,twin,twin_dom,FF,6/25/2017,NA,no_adoption,mum_alive,0.67,NA,NA,NA,NA,NA,NA,NA,2,7,dry,150,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,97.36186395,415295.6786,2134.816896,52.27,NA,NA,3.925,< 5%,18-Mar-21,23-Mar-21,5,ES2669,52.27,NA,NA,NA,Yes
M148,1/31/2006,X5461,intest_biomes,adoptions,M,F,5/19/1990,5736,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.93,2,2,1,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.87386163,93579.64619,2.07046244,63.24,0,0,30.92,< 5%,24-Feb-20,16-Dec-20,296,ES706,63.24,2446,2,6364,Yes
M297,9/1/2008,X7127,intest_biomes,adoptions,M,F,3/8/1997,4195,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.78,2,2,9,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.70892959,168444.3005,164.2640767,48.673,0,0,2.225,5 - 10%,24-Feb-20,27-Jan-21,338,ES991,48.67,1570,2,5115,Yes
M326,1/30/2009,X7622,intest_biomes,adoptions,M,F,3/1/1998,3988,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,1,1,1,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.88388764,253331.9583,7.19107428,20.288,0,0,1.108,< 5%,8-Feb-21,9-Feb-21,1,ES1076,20.29,2372,0,5867,Yes
M326,11/2/2010,B1162,intest_biomes,adoptions,M,F,3/1/1998,4629,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.29,2,2,11,wet,175,0,0,0,0,175,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,77.73640743,1150.453878,0,15.23,0,0,6.335,< 5%,24-Oct-17,30-Sep-20,1072,ES1451,15.23,2372,0,5867,Yes
M410,2/27/2009,X7935,intest_biomes,social_dyn_extreme_ranks,M,F,9/1/2000,3101,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.78,1,1,2,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.60365325,284951.2627,18.30545145,55.328,0,0,12.74,< 5%,22-Jan-21,27-Jan-21,5,ES1095,55.33,2008,4,6013,Yes
M421,6/11/2009,X8286,intest_biomes,adoptions,M,F,7/26/2001,2877,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,3,3,6,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.73775696,28312.2487,47.23657021,58.884,0,0,5.559,5 - 10%,24-Feb-20,27-Jan-21,338,ES1125,58.88,1095,2,3621,Yes
M438,8/19/2008,X7063,intest_biomes,adoptions,M,F,1/30/2002,2393,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,2,2,8,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.53865904,49064.33895,3.725239965,47.02,0,0,1.724,5 - 10%,22-Jan-21,27-Jan-21,5,ES976,47.02,1716,2,4718,Yes
M477,11/14/2007,X6621,intest_biomes,adoptions,M,F,7/26/2003,1572,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,2,2,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.26269166,96000.35585,87.57961643,55,0,NA,4.19,5 - 10%,24-Feb-20,27-Jan-21,338,ES885,55,1204,1,2276,Yes
M491,12/28/2005,X4350,intest_biomes,adoptions,M,M,1/4/2004,724,sampled_as_juvenile,NA,NA,MM,NA,NA,adoption,mum_dead,NA,surrogate_mum1_alive,-0.93,NA,NA,2/16/2004,NA,3,3,12,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.348751,244794.3422,437.9671652,20.635,0,0,15.07,< 5%,8-Feb-21,9-Feb-21,1,ES673,20.64,NA,NA,NA,Yes
M532,2/6/2006,X5506,intest_biomes,social_dyn,M,F,8/31/2005,159,sampled_as_juvenile,twin,twin_sub,FF,NA,NA,no_adoption,mum_alive,0.43,NA,NA,NA,NA,NA,NA,2,2,2,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.93863469,365227.6063,5333.585636,26.566,0,0,10.51,< 5%,16-Apr-20,22-Mar-21,340,ES713,26.57,1058,2,4123,Yes
M532,6/3/2015,B6728,intest_biomes,social_dyn,M,F,8/31/2005,3563,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,1,1,6,dry,17925,100,1,300,1,17475,1,0,0,50,1,0,0,0,0,0,0,0,0,4,4,93.01511782,159931.6528,33.56395008,89.941,0,0,2.646,< 5%,16-Apr-20,17-Dec-20,245,ES2110,89.94,1058,2,4123,Yes
M550,9/15/2007,X6423,intest_biomes,social_dyn_twins,M,F,6/14/2006,458,sampled_as_juvenile,twin,twin_dom,mixed,2/21/2007,NA,no_adoption,mum_alive,-0.5,NA,NA,NA,NA,NA,NA,2,2,9,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.12843267,40006.34771,524.6805846,48.965,0,0,1.007,< 5%,16-Apr-20,16-Dec-20,244,ES834,48.97,1716,3,4434,Yes
M551,9/15/2007,X6425,intest_biomes,twins,M,M,6/14/2006,458,sampled_as_juvenile,twin,twin_sub,mixed,2/21/2007,NA,no_adoption,mum_alive,-0.5,NA,NA,NA,NA,NA,NA,2,2,9,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.77649082,68080.94518,481.1549472,27.779,0,0,6.333,< 5%,16-Apr-20,23-Mar-21,341,ES835,27.78,NA,NA,NA,Yes
M565,9/9/2016,B8154,intest_biomes,extreme_ranks,M,F,10/14/2006,3618,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,2,2,9,dry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.27038883,353226.11,22.97398187,13.455,0,0,6.148,< 5%,22-Jan-21,27-Jan-21,5,ES2418,13.46,1278,1,NA,Yes
M567,9/11/2007,X6415,intest_biomes,twins,M,M,3/15/2007,180,sampled_as_juvenile,twin,twin_sub,mixed,10/18/2007,NA,no_adoption,mum_alive,-0.72,NA,NA,NA,NA,NA,NA,2,2,9,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.9496811,589694.0918,569.7998245,21.19,0,0,1.086,< 5%,3-Nov-20,16-Dec-20,43,ES832,21.19,NA,NA,NA,Yes
M567,11/26/2007,X6689,intest_biomes,twins,M,M,3/15/2007,256,sampled_as_juvenile,twin,twin_sub,mixed,10/18/2007,NA,no_adoption,mum_alive,-0.76,NA,NA,NA,NA,NA,NA,2,2,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.16896083,48485.81053,180.3638637,24.696,0,0,3.837,< 5%,3-Nov-20,16-Dec-20,43,ES894,24.7,NA,NA,NA,Yes
M581,1/31/2008,X6824,intest_biomes,social_dyn,M,F,8/29/2007,155,sampled_as_juvenile,singlt,NA,NA,NA,NA,no_adoption,mum_alive,0.38,NA,NA,NA,NA,NA,NA,1,1,1,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.6863492,3575288.623,800.05232,46.752,0,0,3.815,< 5%,16-Apr-20,22-Mar-21,340,ES908,46.75,1132,3,NA,Yes
M581,7/26/2010,B610,intest_biomes,social_dyn,M,F,8/29/2007,1062,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,2,2,7,dry,25,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22.30948684,207538.3274,22.96005699,23.317,0,0,1.339,< 5%,22-Jan-21,27-Jan-21,5,ES1385,23.32,1132,3,NA,Yes
M583,11/26/2007,X6685,intest_biomes,adoptions,M,M,9/4/2007,83,sampled_as_juvenile,singlt,NA,NA,NA,NA,adoption,mum_alive,0.94,surrogate_mum1_alive,0.88,NA,NA,9/15/2007,NA,2,2,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.2846023,2647529.395,1336.080731,187.154,2.313488,1,32.328,< 5%,3-Nov-20,22-Mar-21,139,ES893,187.15,NA,NA,NA,Yes
M583,2/19/2008,X6889,intest_biomes,adoptions,M,M,9/4/2007,168,sampled_as_juvenile,singlt,NA,NA,NA,NA,adoption,mum_alive,0.94,surrogate_mum1_alive,0.88,NA,NA,9/15/2007,NA,1,1,2,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.6879447,2533975.725,3290.34162,78.186,0,0,8.95,5 - 10%,3-Nov-20,23-Mar-21,140,ES924,78.19,NA,NA,NA,Yes
M584,2/20/2008,X6894,intest_biomes,adoptions,M,M,9/6/2007,167,sampled_as_juvenile,triplet,NA,MM,NA,NA,no_adoption,mum_alive,0.88,NA,NA,NA,NA,NA,NA,1,1,2,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214.0469367,250197.2874,904.9067308,42.32,0,NA,18.42,5 - 10%,24-Feb-20,9-Feb-21,351,ES925,42.32,NA,NA,NA,No
M592,7/1/2008,X6988,intest_biomes,twins,M,M,12/10/2007,204,sampled_as_juvenile,twin,twin_sub,MM,5/27/2008,7/1/2008,no_adoption,mum_alive,0.61,NA,NA,NA,NA,NA,NA,2,2,7,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.0750603,454835.899,2714.836615,36.16,2147.8691,1,13.825,< 5%,16-Apr-20,23-Mar-21,341,ES950,36.16,NA,NA,NA,No
M593,7/1/2008,X6992,intest_biomes,twins,M,M,12/10/2007,204,sampled_as_juvenile,twin,twin_dom,MM,5/27/2008,7/1/2008,no_adoption,mum_alive,0.61,NA,NA,NA,NA,NA,NA,2,2,7,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.965403,4698152.141,3098.006629,60.525,136.60424,1,11.73,< 5%,16-Apr-20,16-Dec-20,244,ES951,60.52,NA,NA,NA,Yes
M595,11/12/2008,X7456,intest_biomes,adoptions,M,F,6/2/2008,163,sampled_as_juvenile,singlt,NA,NA,NA,NA,no_adoption,mum_alive,-0.5,NA,NA,NA,NA,NA,NA,3,3,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.51198937,131914.9946,1300.305928,44.128,0,0,4.27,< 5%,24-Feb-20,15-Dec-20,295,ES1025,44.13,NA,NA,181,No
M597,10/3/2008,X7442,intest_biomes,adoptions,M,F,6/24/2008,101,sampled_as_juvenile,twin,twin_dom,FF,NA,NA,no_adoption,mum_alive,-0.83,NA,NA,NA,NA,NA,NA,3,3,10,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.46286744,1994206.168,737.0866528,95.415,0,0,6.404,< 5%,24-Feb-20,22-Mar-21,392,ES1022,95.42,NA,NA,831,Yes
M597,5/16/2009,X8089,intest_biomes,adoptions,M,F,6/24/2008,326,sampled_as_juvenile,twin,twin_dom,FF,NA,NA,no_adoption,mum_alive,-0.78,NA,NA,NA,NA,NA,NA,3,3,5,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.06972526,374874.7016,1179.794567,33.223,0,0,15.816,< 5%,24-Feb-20,22-Mar-21,392,ES1108,33.22,NA,NA,831,Yes
M600,1/8/2009,X7579,intest_biomes,adoptions,M,F,6/18/2008,204,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,0.11,NA,NA,NA,NA,NA,NA,1,1,1,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.7151999,388884.3418,14.44878384,46.208,5.146869,1,8.822,5 - 10%,24-Feb-20,22-Mar-21,392,ES1064,46.21,1350,0,3544,Yes
M604,11/14/2008,X7466,intest_biomes,adoptions,M,F,8/9/2008,97,sampled_as_juvenile,twin,twin_sub,FF,10/10/2008,NA,adoption,mum_alive,-0.72,surrogate_mum1_alive,-0.56,NA,NA,12/16/2008,NA,3,3,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1424,0,3024,Yes
M604,3/3/2009,X7999,intest_biomes,adoptions_twins,M,F,8/9/2008,206,sampled_as_juvenile,twin,twin_sub,FF,10/10/2008,NA,adoption,mum_alive,-0.67,surrogate_mum1_alive,-0.56,NA,NA,12/16/2008,NA,1,1,3,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.6341415,8519217.47,2881.76266,98.317,0,0,10.1,< 5%,8-Feb-21,9-Feb-21,1,ES1098,98.32,1424,0,3024,Yes
M604,11/16/2010,B1287,intest_biomes,adoptions,M,F,8/9/2008,829,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52,2,2,11,wet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.3701648,286656.7594,952.7651384,19.615,0,0,5.444,< 5%,7-Oct-17,30-Sep-20,1089,ES1477,19.62,1424,0,3024,Yes
M605,10/3/2008,X7448,intest_biomes,adoptions_twins,M,F,8/9/2008,55,sampled_as_juvenile,twin,twin_dom,FF,10/10/2008,NA,adoption,mum_alive,-0.77,surrogate_mum1_alive,-0.6,NA,NA,12/16/2008,NA,3,3,10,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.6240404,4356111.169,35866.93778,172.06,0,0,14.05,< 5%,24-Feb-20,9-Feb-21,351,ES1023,172.06,NA,NA,687,No
M605,1/8/2009,X7573,intest_biomes,adoptions_twins,M,F,8/9/2008,152,sampled_as_juvenile,twin,twin_dom,FF,10/10/2008,NA,adoption,mum_alive,-0.67,surrogate_mum1_alive,-0.56,NA,NA,12/16/2008,NA,1,1,1,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.3372008,3780555.375,185.9466601,217.939,1.386957,1,39.78,5 - 10%,8-Feb-21,9-Feb-21,1,ES1062,217.94,NA,NA,687,No
M608,2/27/2009,X7933,intest_biomes,adoptions,M,F,8/28/2008,183,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,-0.28,NA,NA,NA,NA,NA,NA,1,1,2,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.9020892,5141858.333,4038.331683,59.405,0,0,9.654,5 - 10%,24-Feb-20,15-Dec-20,295,ES1096,72.1,NA,NA,680,No
M615,2/4/2009,X7637,intest_biomes,twins,M,F,10/17/2008,110,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,-0.17,NA,NA,NA,NA,NA,NA,1,1,2,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.2833173,2000986.556,506.4238226,1065,26.431751,1,18.062,< 5%,16-Apr-20,23-Mar-21,341,ES1080,1065,1204,0,2942,Yes
M617,2/4/2009,X7642,intest_biomes,twins,M,M,10/17/2008,110,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,-0.17,NA,NA,NA,NA,NA,NA,1,1,2,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.1170021,4051437.499,4844.262219,50.77,9.6280094,1,9.21,5 - 10%,3-Nov-20,16-Dec-20,43,ES1081,50.77,NA,NA,NA,Yes
M633,11/25/2010,B1430,intest_biomes,social_dyn,M,F,4/14/2009,590,sampled_as_juvenile,twin,twin_sub,FF,NA,NA,no_adoption,mum_alive,1,NA,NA,NA,NA,NA,NA,3,3,11,wet,450,0,0,0,0,450,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48.34990331,56723.15271,295.633601,11.79,0,0,2.797,< 5%,16-Apr-20,16-Dec-20,244,ES1484,11.79,949,3,NA,Yes
M633,12/9/2017,B9915,intest_biomes,social_dyn,M,F,4/14/2009,3161,sampled_as_adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,12,wet,125,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,36.72817181,25479.20158,123.2949583,168.218,0,0,3.463,< 5%,22-Jan-21,27-Jan-21,5,ES2815,168.22,949,3,NA,Yes
M636,11/15/2009,X8774,intest_biomes,twins,M,M,5/30/2009,169,sampled_as_juvenile,twin,twin_dom,MM,NA,NA,no_adoption,mum_alive,1,NA,NA,NA,NA,NA,NA,1,1,11,wet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
M637,10/16/2009,X8661,intest_biomes,twins,M,M,5/30/2009,139,sampled_as_juvenile,twin,twin_sub,MM,NA,NA,no_adoption,mum_alive,0.79,NA,NA,NA,NA,NA,NA,1,1,10,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.6385366,292113.1668,9.057447598,25.704,0,0,14.87,< 5%,16-Apr-20,16-Dec-20,244,ES1212,25.7,NA,NA,NA,No
M639,10/16/2009,X8667,intest_biomes,twins,M,M,6/5/2009,133,sampled_as_juvenile,twin,twin_sub,mixed,NA,NA,no_adoption,mum_alive,0.84,NA,NA,NA,NA,NA,NA,1,1,10,dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.9412277,948808.4964,910.509542,98.99,0,0,8.057,5 - 10%,16-Apr-20,16-Dec-20,244,ES1214,98.99,NA,NA,NA,No
M659,6/26/2010,B318,intest_biomes,twins,M,M,4/3/2010,84,sampled_as_juvenile,twin,twin_dom,mixed,NA,NA,no_adoption,mum_alive,0.11,NA,NA,NA,NA,NA,NA,2,2,6,dry,1275,550,1,700,1,0,0,0,0,0,0,0,0,25,1,0,0,0,0,3,3,245.2259854,3502623.486,304.7738096,46.688,0,0,7.002,5 - 10%,16-Apr-20,16-Dec-20,244,ES1362,46.69,NA,NA,NA,No
